,,0,1
HRV_MeanNN,count,647.0,2308.0
HRV_MeanNN,mean,838.444050178025,845.2207727421348
HRV_MeanNN,std,119.00681307901706,115.71659965853252
HRV_MeanNN,min,545.268691588785,336.3392857142857
HRV_MeanNN,25%,756.0876623376623,767.2183388157895
HRV_MeanNN,50%,830.3571428571429,837.3883928571429
HRV_MeanNN,75%,909.912109375,919.4268433179724
HRV_MeanNN,max,1209.6354166666667,1423.780487804878
HRV_SDNN,count,647.0,2308.0
HRV_SDNN,mean,299.52850889904323,302.6192167658482
HRV_SDNN,std,94.19417946800135,89.79406538859895
HRV_SDNN,min,21.874103538716504,17.753335216052015
HRV_SDNN,25%,239.74397788816515,246.26502034697285
HRV_SDNN,50%,305.2823932521106,307.6213394825703
HRV_SDNN,75%,364.0223294741975,359.77008604476293
HRV_SDNN,max,604.4979034036023,672.0426512332125
HRV_RMSSD,count,647.0,2308.0
HRV_RMSSD,mean,361.1083489215444,367.7623573552256
HRV_RMSSD,std,107.35972725868027,100.69256403526708
HRV_RMSSD,min,28.64725945701596,20.57627539612588
HRV_RMSSD,25%,294.76128810323473,303.96154802997194
HRV_RMSSD,50%,366.9143170706597,367.61392341803275
HRV_RMSSD,75%,427.98507999007256,429.94185778000303
HRV_RMSSD,max,679.4449998436223,796.1978427023256
HRV_SDSD,count,647.0,2308.0
HRV_SDSD,mean,363.7916651676491,370.49993785732886
HRV_SDSD,std,108.43269662334416,101.67697906921805
HRV_SDSD,min,28.8207862237857,20.70679785485476
HRV_SDSD,25%,296.8133374250758,305.95912429627197
HRV_SDSD,50%,369.3996606359436,370.19038979415484
HRV_SDSD,75%,431.23699653041774,433.1224409335039
HRV_SDSD,max,686.3430228809775,805.6104784093216
HRV_CVNN,count,647.0,2308.0
HRV_CVNN,mean,0.3524890419386016,0.35849089250474847
HRV_CVNN,std,0.08877723175194988,0.09951258230238351
HRV_CVNN,min,0.0315776532288238,0.0244412681651482
HRV_CVNN,25%,0.3051179424561465,0.300007648518963
HRV_CVNN,50%,0.357828672968955,0.3630550135410666
HRV_CVNN,75%,0.40970587922240154,0.4192260179429416
HRV_CVNN,max,0.7090711558087807,0.8627804924349818
HRV_CVSD,count,647.0,2308.0
HRV_CVSD,mean,0.4248415230759869,0.43365541389296264
HRV_CVSD,std,0.09412710553710339,0.09747575952805963
HRV_CVSD,min,0.0413554422236621,0.0283276499134618
HRV_CVSD,25%,0.3769142944816898,0.38052896747644344
HRV_CVSD,50%,0.4306813845324164,0.4410625945070399
HRV_CVSD,75%,0.4802598055288827,0.49464830471023613
HRV_CVSD,max,0.7399570597535907,0.8091503272488629
HRV_MedianNN,count,647.0,2308.0
HRV_MedianNN,mean,776.3354907264297,787.3090879549393
HRV_MedianNN,std,115.61810875130017,120.27419002398409
HRV_MedianNN,min,531.25,234.375
HRV_MedianNN,25%,687.5,710.9375
HRV_MedianNN,50%,765.625,773.4375
HRV_MedianNN,75%,843.75,859.375
HRV_MedianNN,max,1203.125,1500.0
HRV_MadNN,count,647.0,2308.0
HRV_MadNN,mean,229.18572739567236,235.64599693999133
HRV_MadNN,std,116.4937176373123,102.95824226286057
HRV_MadNN,min,23.165625,23.165625
HRV_MadNN,25%,138.99375,162.15937499999998
HRV_MadNN,50%,243.2390625,231.65625
HRV_MadNN,75%,312.7359375,301.153125
HRV_MadNN,max,579.140625,648.6374999999999
HRV_MCVNN,count,647.0,2308.0
HRV_MCVNN,mean,0.2864785270526147,0.30016951791119334
HRV_MCVNN,std,0.12918331171619105,0.1289757786622776
HRV_MCVNN,min,0.0315446808510638,0.0302571428571428
HRV_MCVNN,25%,0.185325,0.20389417161359955
HRV_MCVNN,50%,0.3025714285714285,0.308875
HRV_MCVNN,75%,0.37806596638655465,0.38805257009345784
HRV_MCVNN,max,0.8583473684210525,0.9884
HRV_IQRNN,count,647.0,2308.0
HRV_IQRNN,mean,329.2781588098918,333.45293544194107
HRV_IQRNN,std,159.20871260022005,143.76174622570315
HRV_IQRNN,min,15.625,15.625
HRV_IQRNN,25%,210.9375,226.5625
HRV_IQRNN,50%,339.84375,343.75
HRV_IQRNN,75%,437.5,437.5
HRV_IQRNN,max,789.0625,921.875
HRV_SDRMSSD,count,647.0,2308.0
HRV_SDRMSSD,mean,0.8302948147492459,0.822305823015013
HRV_SDRMSSD,std,0.11460503951498557,0.11582366587229505
HRV_SDRMSSD,min,0.6075039044519015,0.5845215160281383
HRV_SDRMSSD,25%,0.7502721975437838,0.7425637812854508
HRV_SDRMSSD,50%,0.8159967835213485,0.8056763655503403
HRV_SDRMSSD,75%,0.8909508864158369,0.8824309265394976
HRV_SDRMSSD,max,1.6623447896009862,1.6703111713530896
HRV_Prc20NN,count,647.0,2308.0
HRV_Prc20NN,mean,613.5046367851622,614.4741117850954
HRV_Prc20NN,std,80.37633959844172,110.40477437788164
HRV_Prc20NN,min,265.625,187.5
HRV_Prc20NN,25%,556.25,546.875
HRV_Prc20NN,50%,609.375,618.75
HRV_Prc20NN,75%,671.875,687.5
HRV_Prc20NN,max,881.25,1003.125
HRV_Prc80NN,count,647.0,2308.0
HRV_Prc80NN,mean,1031.3755795981454,1041.4346837088387
HRV_Prc80NN,std,198.19576366307675,172.971270092285
HRV_Prc80NN,min,546.875,425.0000000000003
HRV_Prc80NN,25%,896.8750000000001,915.625
HRV_Prc80NN,50%,1037.5,1040.6250000000002
HRV_Prc80NN,75%,1156.25,1156.25
HRV_Prc80NN,max,1593.75,1921.875
HRV_pNN50,count,647.0,2308.0
