HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,window_start_sec,start_unix,end_unix,label
,,0.019326382111742747,0.07303979826136912,0.06599804885368538,0.15836422922679724,0.26460070498256705,0.12203754728010557,0.4612139914296369,-2.6167508047286865,15270.0,1604294051.0,1604294111.0,2
,,0.01677958197257415,0.11392034582345024,0.0524668539557018,0.1831667817517262,0.1472922317017766,0.09160821526753726,0.6219487220006071,-2.1722557956537476,15300.0,1604294081.0,1604294141.0,2
,,0.05153350206084712,0.1532115189806249,0.0374863141139404,0.24223133515541242,0.33635527148166994,0.2127449862247752,0.6325008235715104,-1.8759358353336402,15330.0,1604294111.0,1604294171.0,2
,,0.044180599148126956,0.17680768923856016,0.056103253340660235,0.27709154172734735,0.24987939912791737,0.15944405546525053,0.6380840358257325,-1.7326926385559807,15360.0,1604294141.0,1604294201.0,2
,,0.029701254527791782,0.10206541665159076,0.012269733358099858,0.1440364045374824,0.29100213864976043,0.20620658105960057,0.7086084728325082,-2.282141331546818,15390.0,1604294171.0,1604294231.0,2
,,0.045449838304025963,0.15904411266168247,0.04303126090456494,0.24752521187027338,0.285768756500321,0.18361700596319852,0.6425370226328162,-1.8385736771169559,15420.0,1604294201.0,1604294261.0,2
,,0.005651935071975384,0.05413708551304143,0.06304190255405005,0.12283092313906686,0.10440043120928358,0.04601394280474771,0.44074475815628644,-2.916235828660192,15450.0,1604294231.0,1604294291.0,2
,,0.012701547824205267,0.09153603222516637,0.0505400814852974,0.15477766153466904,0.1387600873168848,0.08206318468870404,0.5914033802911732,-2.3910225894069264,15480.0,1604294261.0,1604294321.0,2
,,0.012934598328498297,0.03733029447840697,0.007989427113905998,0.05825431992081126,0.3464906588395674,0.2220367235611214,0.6408159005057886,-3.2879500975679545,15510.0,1604294291.0,1604294351.0,2
,,0.0175965401369286,0.07983837954367645,0.009092547273227936,0.10652746695383299,0.22040202014999843,0.16518312732015503,0.7494628552303503,-2.527750943481539,15540.0,1604294321.0,1604294381.0,2
,,0.013510245477311712,0.07828197435660553,0.006898588769373987,0.09869080860329123,0.17258437320151343,0.1368946679889819,0.7932043060998378,-2.547437915047675,15570.0,1604294351.0,1604294411.0,2
,,0.01734256075290668,0.148525862098444,0.019900031304364216,0.1857684541557149,0.11676458569492704,0.09335578977456416,0.7995214406744571,-1.9069961803576216,15600.0,1604294381.0,1604294441.0,2
,,0.04166594960847254,0.12145498744775958,0.06669587007852679,0.2298168071347589,0.34305671989298886,0.18130070697588557,0.5284860970875005,-2.1082115585248533,15630.0,1604294411.0,1604294471.0,2
,,0.026508183751871535,0.05910818274371314,0.010705133190491543,0.09632149968607623,0.4484689347802863,0.2752052640196115,0.6136551334474035,-2.8283859082538263,15660.0,1604294441.0,1604294501.0,2
,,0.015626433720775424,0.12061284820757183,0.01643114915019185,0.15267043107853911,0.129558616291713,0.10235402893921633,0.7900210103259896,-2.115169464645736,15690.0,1604294471.0,1604294531.0,2
,,0.038663441580614966,0.06431833416072545,0.016704916074034955,0.11968669181537538,0.6011262898071749,0.32303876892391575,0.5373891882644791,-2.74391055368927,15720.0,1604294501.0,1604294561.0,2
,,0.028322044130373928,0.1450014618028387,0.009392466443971443,0.18271597237718407,0.1953224731546773,0.15500584739197398,0.79358941594613,-1.931011455213492,15750.0,1604294531.0,1604294591.0,2
,,0.04976952433720447,0.09121734433335993,0.01307313952253706,0.15406000819310145,0.5456147040996764,0.3230528475295321,0.5920897019492986,-2.3945102208897437,15780.0,1604294561.0,1604294621.0,2
,,0.013608525080955954,0.11217517308804503,0.026926143248348248,0.15270984141734922,0.12131494613585107,0.08911360888499949,0.7345641384138123,-2.1876935841032727,15810.0,1604294591.0,1604294651.0,2
,,0.020726019406812745,0.13233978653930528,0.012407591430125734,0.16547339737624375,0.15661215684866667,0.12525287892462333,0.7997647273682235,-2.022382523371375,15840.0,1604294621.0,1604294681.0,2
,,0.029174627398157172,0.1425835924839325,0.005929881358548331,0.177688101240638,0.20461419781834164,0.1641901016132014,0.8024374816794038,-1.9478268373417873,15870.0,1604294651.0,1604294711.0,2
,,0.06104706258889684,0.03314634443225433,0.009411132365353255,0.10360453938650442,1.8417434451532653,0.5892315428492592,0.319931391312879,-3.406822841967662,15900.0,1604294681.0,1604294741.0,2
,,0.052397543576463694,0.0630656553101612,0.01653419125483582,0.13199739014146072,0.8308411816030293,0.3969589362358574,0.477779562479032,-2.763578947469278,15930.0,1604294711.0,1604294771.0,2
,,0.024129198242121785,0.11086885665574024,0.011926698067402564,0.1469247529652646,0.21763729662194992,0.16422827165022574,0.7545961753765986,-2.1994072477274624,15960.0,1604294741.0,1604294801.0,2
,,0.016264672557799044,0.04178333642345713,0.005327967449767666,0.06337597643102384,0.3892621784187648,0.2566378219908128,0.6592929809757271,-3.1752576690900525,15990.0,1604294771.0,1604294831.0,2
,,0.04375790173748252,0.0705167338339836,0.028205796459957223,0.14248043203142335,0.620532168158852,0.3071151674205475,0.4949222347840122,-2.651905237981902,16020.0,1604294801.0,1604294861.0,2
,,0.050414169423408164,0.10222794683014053,0.03825268579053758,0.19089480204408626,0.49315447474627583,0.264093987282929,0.5355198032397522,-2.2805501862441004,16050.0,1604294831.0,1604294891.0,2
,,0.045801078748537755,0.12451549318441263,0.047427110786374585,0.21774368271932498,0.3678343760860703,0.21034400712132742,0.5718443429879665,-2.0833251275714995,16080.0,1604294861.0,1604294921.0,2
