HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,window_start_sec,start_unix,end_unix,label
,,0.01983770381206551,0.05711688153148336,0.008048957450758083,0.08500354279430695,0.34731769802822277,0.23337502367482646,0.6719353059165519,-2.8626555574782273,2310.0,1593085627.0,1593085687.0,2
,,0.05837455900098176,0.08255795037290273,0.003659122340545414,0.1445916317144299,0.7070737431987112,0.40372017597997767,0.5709732257255081,-2.494254803466661,2340.0,1593085657.0,1593085717.0,2
,,0.0640313977471283,0.07134347486097739,0.007637898620347752,0.14301277122845343,0.8975088173361658,0.4477320255884167,0.49886086569856697,-2.6402493917854457,2370.0,1593085687.0,1593085747.0,2
,,0.014530236322024825,0.110940083255608,0.010463624622804368,0.1359339442004372,0.13097372830113074,0.10689189081867377,0.8161323053499039,-2.1987650138991555,2400.0,1593085717.0,1593085777.0,2
,,0.030120122051969067,0.04643716094708903,0.00484335112013581,0.0814006341191939,0.6486210921957145,0.37002318689390745,0.5704766486105217,-3.0696552578048046,2430.0,1593085747.0,1593085807.0,2
,,0.04564604788191066,0.08056449079765579,0.023713315288741692,0.14992385396830812,0.5665777494523534,0.30446154280131843,0.5373693956312385,-2.518697287368116,2460.0,1593085777.0,1593085837.0,2
,,0.055801963711452275,0.10908495938674222,0.030048038749533955,0.19493496184772846,0.5115458998670557,0.28625939227382635,0.5595966898536798,-2.215628256446582,2490.0,1593085807.0,1593085867.0,2
,,0.0383593264789418,0.12761029397018514,0.009171854847292719,0.17514147529641966,0.3005974305482289,0.2190190896474992,0.7286126473138931,-2.058774237577867,2520.0,1593085837.0,1593085897.0,2
,,0.02306230713404369,0.07302224531134802,0.01803075877904604,0.11411531122443776,0.3158257738544188,0.2020965187457238,0.6398987526549402,-2.6169911539621524,2550.0,1593085867.0,1593085927.0,2
,,0.0286546580521137,0.0841809171711231,0.0362333159764339,0.1490688911996707,0.3403937497362314,0.19222426504623386,0.5647115001235687,-2.4747870203424127,2580.0,1593085897.0,1593085957.0,2
,,0.03145042481665138,0.10415182859027822,0.047332264885276205,0.1829345182922058,0.3019670921033358,0.17192176255338998,0.5693393983956266,-2.261905554153448,2610.0,1593085927.0,1593085987.0,2
,,0.041656422827480506,0.1333142945202233,0.027163506051426856,0.20213422339913067,0.3124677888248613,0.20608297856235097,0.6595335133179464,-2.0150458218362095,2640.0,1593085957.0,1593086017.0,2
,,0.010542753384953066,0.12248160193992211,0.014320841416996119,0.1473451967418713,0.08607622057494271,0.07155138829141837,0.8312561566190256,-2.0997944485222733,2670.0,1593085987.0,1593086047.0,2
,,0.013086042209157574,0.10980759682140308,0.022391619292541423,0.14528525832310207,0.11917246700555163,0.0900713696640531,0.7558068732424339,-2.2090255644913017,2700.0,1593086017.0,1593086077.0,2
,,0.01531552228160991,0.13495028793724526,0.047215491009667314,0.19748130122852248,0.11349010450968398,0.07755429089403768,0.6833572955906482,-2.0028488058616722,2730.0,1593086047.0,1593086107.0,2
,,0.02704962550955117,0.07508387009951664,0.010034459567694567,0.11216795517676238,0.36025880756678397,0.24115288066831933,0.6693878833860709,-2.589149522248175,2760.0,1593086077.0,1593086137.0,2
,,0.06230257176845233,0.09621973128949421,0.009181289891230368,0.16770359294917692,0.647503073782278,0.3715040964407561,0.5737487766207483,-2.341120835382634,2790.0,1593086107.0,1593086167.0,2
